Source;Target;Tweet
589123488121823232;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589125147623354368;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589127956229922817;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589129963338608640;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589129736389025793;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589131791522525184;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589131590585974784;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589133788946501632;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589135601250754560;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589147684176551936;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589162160821039104;589118494899367936;"RT @toret: Una pasada toda la gente que ha venido a ver #WyomingConAda
Con @bcnencomu el 24 de Mayo vamos a hacer historia http://t.co/J6Yq…"
589163857161101313;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589163384135901184;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589032805981618176;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589032246763507712;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589032430838878208;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589041643304673280;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589031940877062144;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589035655113662464;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589034686975975424;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589038063994699776;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589037720485421056;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589748311290163200;589204959935209472;RT @toret: De @bcnencomu y @AdaColau se ha hablado más en los 2 últimos días que de todos los otros candidatos y partidos en bcn http://t.c…
589755376163299328;589350569422233600;RT @toret: Hay q destinar recursos para mejorar la paricipación.Integrar lo mejor posible participación presencial y digital @adacolau #Fem…
589836479733624834;589836360934100992;RT @toret: A pesar de que @tv3 y @elperiodico tratan de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª http://t.co…
589838937054703616;589838101121519616;RT @toret: A pesar de que @tv3cat trata de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª opción http://t.co/H1STj…
589839248838234112;589838101121519616;RT @toret: A pesar de que @tv3cat trata de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª opción http://t.co/H1STj…
589838379262550016;589838101121519616;RT @toret: A pesar de que @tv3cat trata de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª opción http://t.co/H1STj…
589838475354120192;589838101121519616;RT @toret: A pesar de que @tv3cat trata de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª opción http://t.co/H1STj…
589838206658551809;589838101121519616;RT @toret: A pesar de que @tv3cat trata de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª opción http://t.co/H1STj…
589838345305468928;589838101121519616;RT @toret: A pesar de que @tv3cat trata de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª opción http://t.co/H1STj…
589840600301707265;589838101121519616;RT @toret: A pesar de que @tv3cat trata de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª opción http://t.co/H1STj…
589840272923721729;589838101121519616;RT @toret: A pesar de que @tv3cat trata de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª opción http://t.co/H1STj…
589848253224595456;589838101121519616;RT @toret: A pesar de que @tv3cat trata de ignorar a @bcnencomu y @AdaColau en las encuestas y en Twitter es la 1ª opción http://t.co/H1STj…
589191646320992256;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589193542410620928;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589197928834666497;589121128892932096;RT @toret: Tenemos que empezar lo cercano.Lo más dificil lo hemos empezado a conseguirlio, salir d la impotencia  #WyomingConAda http://t.c…
589197677310713856;589122039002300416;RT @toret: La pregunta es que haces. No delegues, demosle caña entre todos. No esperemos. No va a cambiar nada sin nosotros.  #WyomingConAda
589196751216717824;589123712785481728;"RT @toret: La plaza llena canta #SiSePuede 
Hay ganas de cambio en Barcelona  #WyomingConAda http://t.co/0K81ftutRV"
589196986320101376;589128634583097344;RT @toret: A quien le interesa que los barrios humildes no voten?No podemos quedarnos en casa el #24m @AdaColau  #WyomingConAdal http://t.c…
589205256971616256;589204959935209472;RT @toret: De @bcnencomu y @AdaColau se ha hablado más en los 2 últimos días que de todos los otros candidatos y partidos en bcn http://t.c…
589213536041230336;589204959935209472;RT @toret: De @bcnencomu y @AdaColau se ha hablado más en los 2 últimos días que de todos los otros candidatos y partidos en bcn http://t.c…
589335865505280000;589329979793616897;"RT @toret: Varapalo de la Junta Electoral a @xaviertrias por las inauguraciones encubiertas http://t.co/UKu3XqHLvf 
cc @xtomas No todo vale…"
589344123129360385;589329979793616897;"RT @toret: Varapalo de la Junta Electoral a @xaviertrias por las inauguraciones encubiertas http://t.co/UKu3XqHLvf 
cc @xtomas No todo vale…"
589350082316734464;589329979793616897;"RT @toret: Varapalo de la Junta Electoral a @xaviertrias por las inauguraciones encubiertas http://t.co/UKu3XqHLvf 
cc @xtomas No todo vale…"
589350164055359489;589346202740776960;RT @toret: #FemCiutatenComu empieza jornadas de participación. @AdaColau la participación es una forma vertebral de @bcnencomu http://t.co/…
589350176139116544;589348015116316672;RT @toret: Los poderes nos hablan de democracia y participación pero tenemos la sensacion de que no decidimos nada. @AdaColau #FemCiutatenC…
589350220435165184;589346202740776960;RT @toret: #FemCiutatenComu empieza jornadas de participación. @AdaColau la participación es una forma vertebral de @bcnencomu http://t.co/…
589350366220836864;589348015116316672;RT @toret: Los poderes nos hablan de democracia y participación pero tenemos la sensacion de que no decidimos nada. @AdaColau #FemCiutatenC…
589350399108374528;589349963743817729;RT @toret: Ahora @AdaColau hablando de la referencia de presupuesto participativos abiertos de Islandia para hacerlo en Barcelona #FemCiuta…
589350070111186944;589348015116316672;RT @toret: Los poderes nos hablan de democracia y participación pero tenemos la sensacion de que no decidimos nada. @AdaColau #FemCiutatenC…
589349766133325824;589348015116316672;RT @toret: Los poderes nos hablan de democracia y participación pero tenemos la sensacion de que no decidimos nada. @AdaColau #FemCiutatenC…
589349802904784897;589346202740776960;RT @toret: #FemCiutatenComu empieza jornadas de participación. @AdaColau la participación es una forma vertebral de @bcnencomu http://t.co/…
589349499329454080;589348015116316672;RT @toret: Los poderes nos hablan de democracia y participación pero tenemos la sensacion de que no decidimos nada. @AdaColau #FemCiutatenC…
589350008933220352;589346202740776960;RT @toret: #FemCiutatenComu empieza jornadas de participación. @AdaColau la participación es una forma vertebral de @bcnencomu http://t.co/…
589355006027030528;589349963743817729;RT @toret: Ahora @AdaColau hablando de la referencia de presupuesto participativos abiertos de Islandia para hacerlo en Barcelona #FemCiuta…
589355294465126400;589346202740776960;RT @toret: #FemCiutatenComu empieza jornadas de participación. @AdaColau la participación es una forma vertebral de @bcnencomu http://t.co/…
589365689024118784;589204959935209472;RT @toret: De @bcnencomu y @AdaColau se ha hablado más en los 2 últimos días que de todos los otros candidatos y partidos en bcn http://t.c…
589377380373921792;589349963743817729;RT @toret: Ahora @AdaColau hablando de la referencia de presupuesto participativos abiertos de Islandia para hacerlo en Barcelona #FemCiuta…
589186609041563648;589114307176226817;RT @toret: Apunto de entrar @AdaColau y @Big_Wyoming . El run run de la democracia lo trae @bcnencomu el #24m #WyomingConAda http://t.co/w8…
589198963342974976;588662305824571394;RT @toret: 5 Mayo Jornadas #DemocraticCity: Democracia en red para un nuevo gobierno de las ciudades http://t.co/SeWbmjpPEj http://t.co/819…
589206200778153984;589204959935209472;RT @toret: De @bcnencomu y @AdaColau se ha hablado más en los 2 últimos días que de todos los otros candidatos y partidos en bcn http://t.c…
589346232000188416;589346202740776960;RT @toret: #FemCiutatenComu empieza jornadas de participación. @AdaColau la participación es una forma vertebral de @bcnencomu http://t.co/…
589353611685208065;589349963743817729;RT @toret: Ahora @AdaColau hablando de la referencia de presupuesto participativos abiertos de Islandia para hacerlo en Barcelona #FemCiuta…
589353128643932160;589348015116316672;RT @toret: Los poderes nos hablan de democracia y participación pero tenemos la sensacion de que no decidimos nada. @AdaColau #FemCiutatenC…
589352973869907968;589346202740776960;RT @toret: #FemCiutatenComu empieza jornadas de participación. @AdaColau la participación es una forma vertebral de @bcnencomu http://t.co/…
589352680402849792;589350569422233600;RT @toret: Hay q destinar recursos para mejorar la paricipación.Integrar lo mejor posible participación presencial y digital @adacolau #Fem…
589352849219411968;589349963743817729;RT @toret: Ahora @AdaColau hablando de la referencia de presupuesto participativos abiertos de Islandia para hacerlo en Barcelona #FemCiuta…
589352433081540608;589350569422233600;RT @toret: Hay q destinar recursos para mejorar la paricipación.Integrar lo mejor posible participación presencial y digital @adacolau #Fem…
589358125725134850;589349963743817729;RT @toret: Ahora @AdaColau hablando de la referencia de presupuesto participativos abiertos de Islandia para hacerlo en Barcelona #FemCiuta…
