Source;Target;Weight
@xaviertrias;@avvcmeridiana;106
@avvcmeridiana;@500x20;22
@avvcmeridiana;@pah_bcn;20
@oscar_armengol;@xaviertrias;18
@oscar_armengol;@nouscatalans;17
@peremarticolom;@jaumecollboni;32
@peremarticolom;@8aldia;32
@jaumecollboni;@psoe;559
@jaumecollboni;@8aldia;46
@janetsanz;@adacolau;198
@janetsanz;@ricardgoma;18
@janetsanz;@g_pisarello;148
@adacolau;@jm_montaner;37
@adacolau;@ricardgoma;20
@adacolau;@galapita;93
@xaviertrias;@ricardgoma;44
@pah_bcn;@bcnencomu;34
@jm_montaner;@bcnencomu;27
@bcnencomu;@galapita;188
@ricardgoma;@g_pisarello;23
@laiaortiz;@g_pisarello;190
@laiaortiz;@galapita;17
@g_pisarello;@galapita;24
@adacolau;@lareplicaes;36
@la_directa;@bcnencomu;15
@shylockbenedikt;@adacolau;36
@shylockbenedikt;@bcnencomu;18
@bcnencomu;@podem_bcn;242
@iniciativabcn;@podem_bcn;23
@arapolitica;@alfredbosch;91
@pscgracia;@jaumecollboni;51
@gemmaubasart;@bcnencomu;28
@gemmaubasart;@adacolau;25
@sanchezcastejon;@psoe;148
@adacolau;@cupnacional;36
@adacolau;@cbescansa;17
@adacolau;@teresarodr_;26
@adacolau;@ainhat;11
@adacolau;@pnique;26
@adacolau;@monederojc;45
@pablo_iglesias_;@cbescansa;15
@pablo_iglesias_;@teresarodr_;19
@pablo_iglesias_;@ainhat;10
@pablo_iglesias_;@pnique;13
@pablo_iglesias_;@monederojc;17
@pablo_iglesias_;@luisalegrezahon;10
@pablo_iglesias_;@ierrejon;12
@cbescansa;@pnique;12
@cbescansa;@monederojc;13
@cbescansa;@ierrejon;10
@teresarodr_;@ainhat;10
@teresarodr_;@monederojc;10
@teresarodr_;@ierrejon;11
@teresarodr_;@agarzon;10
@pnique;@monederojc;15
@pnique;@ierrejon;10
@monederojc;@ierrejon;12
@somosmajadahond;@bcnencomu;14
@capgirembcn;@cupeixample;17
@ppbarcelona_;@jillorenstorres;12
@ppbarcelona_;@congreso_es;50
@jillorenstorres;@congreso_es;16
@ppbarcelona_;@joanvilella_;19
@ppbarcelona_;@ondacero_;22
@joanvilella_;@pp_lleida;18
@cbuesa;@elperiodico;18
@albertofdezxbcn;@elperiodico;324
@cs_madrid;@cs_bcna;42
@elisabetbas;@albertofdezxbcn;129
@sandraboix;@ppbarcelona_;76
@marcbertomeu;@podem_bcn;237
@reaccionadb;@db_encomun;12
@reaccionadb;@bcnencomu;12
@reaccionadb;@ahoramadrid;12
@ton_salvado;@adacolau;16
@carnecrudaradio;@zemos98;15
@adacolau;@zemos98;24
@manuelacarmena;@zemos98;15
@unio_eixample;@xaviertrias;14
@unio_eixample;@rblasi;23
@wilisunt;@pah_trs;17
@wilisunt;@elbirioficial;17
@wilisunt;@ilphabitatge;17
@pah_trs;@elbirioficial;18
@pah_trs;@ilphabitatge;18
@elbirioficial;@ilphabitatge;18
@jaguimera;@bcnencomu;81
@xaviertrias;@mercatsbcn;75
@sergifidalgo;@albertofdezxbcn;58
@mrenau;@adacolau;268
@mrenau;@bcnencomu;382
@dolorsmm;@ppbarcelona_;31
@capgirembcn;@la_directa;14
@__gonzalos__;@adacolau;11
@__gonzalos__;@abrilascaso;11
@__gonzalos__;@bcnencomu;10
@ciu;@convergenciacat;33
@albertofdezxbcn;@oramirezlara;80
@icvgracia;@graciaencomu;11
@icvgracia;@euiagracia;10
@icvgracia;@pconstgracia;10
@icvgracia;@robert_soro;17
@bcnencomu;@euiagracia;18
@bcnencomu;@robert_soro;143
@graciaencomu;@robert_soro;65
@graciaencomu;@adacolau;72
@iniciativabcn;@donesicv;10
@iniciativabcn;@adacolau;418
@euiagracia;@pconstgracia;10
@euiagracia;@robert_soro;10
@robert_soro;@adacolau;66
@ugtbustmb;@jaumecollboni;29
@jaumecollboni;@btvnoticies;161
@jaumecollboni;@cmarquezdaniel;20
@bcn_eixample;@xaviertrias;89
@directe;@adacolau;471
@bcnencomu;@tv3cat;149
@adacolau;@tv3cat;85
@carinamejias;@soniasi02;724
@carinamejias;@marilenbarcelo;534
@soniasi02;@marilenbarcelo;502
@xaviertrias;@jciurana;158
@xaviertrias;@bcncultura;97
@xaviertrias;@ferranmascarell;67
@ficomic_manga;@jciurana;10
@ficomic_manga;@bcncultura;10
@jciurana;@bcncultura;62
@jciurana;@ferranmascarell;37
@bcncultura;@ferranmascarell;35
@capgirembcn;@higiniaroig;66
@raholaoficial;@xaviertrias;150
@javi_barrena;@xaviertrias;58
@pconstituentbcn;@bcnencomu;314
@sfamiliaencomu;@bcnencomu;161
@municipalsbcn;@xaviertrias;104
@leotaxil;@colonos_cs;36
@santsmontencomu;@adacolau;45
@lamarinaencomu;@adacolau;76
@xriusenoticies;@ciudadanoscs;10
@carinamejias;@parlament_cat;17
@adacolau;@vlcencomu;20
@fabianmohedano;@alfredbosch;11
@santilapeira;@avancemcat;73
@santilapeira;@alfredbosch;119
@avancemcat;@alfredbosch;367
@xaviertrias;@alfredbosch;306
@bcnencomu;@alfredbosch;19
@bcnencomu;@jaumecollboni;28
@alfredbosch;@jaumecollboni;105
@alfredbosch;@albertofdezxbcn;18
@jaumecollboni;@albertofdezxbcn;48
@jordi_obon;@cs_bcna;74
@ppopular;@marianorajoy;51
@_endavant;@jaumecollboni;23
@indencastellano;@adacolau;382
@leotaxil;@adacolau;15
@gelocatilopil;@carinamejias;25
@xapo_;@xaviertrias;126
@estacadebares;@bcnencomu;25
@joanignasielena;@santilapeira;42
@joanignasielena;@avancemcat;98
@avancemcat;@avancemcat;18
@khalidshabaz;@xaviertrias;19
@khalidshabaz;@angelcolom;19
@khalidshabaz;@asiaticscat;18
@khalidshabaz;@ericbertran;10
@xaviertrias;@asiaticscat;20
@xaviertrias;@lattifahassani;10
@xaviertrias;@imamis;10
@angelcolom;@asiaticscat;20
@asiaticscat;@ericbertran;11
@avancemcat;@esquerra_erc;59
@martaverdejo;@patiomaravillas;26
@patiomaravillas;@bcnencomu;27
@subirats9;@adacolau;12
@bcnencomu;@teresaforcadesf;283
@bcnencomu;@;62
@yagoalonsobcn;@carinamejias;298
@yagoalonsobcn;@cs_bcna;156
@xavipardas;@gelocatilopil;10
@naciodigital;@adacolau;21
@jaumecollboni;@bcn_ajuntament;29
@toniperaba;@bcnencomu;68
@elsingular;@xaviertrias;88
@elsingular;@angelcolom;16
@elsingular;@nouscatalans;32
@irphstop_gpzkoa;@adacolau;14
@adacolau;@democraciareal;20
@xaviertrias;@gencat;10
@ciu;@socialistes_cat;22
@ciu;@ppcatalunya;11
@ciu;@bcnencomu;142
@ciu;@esquerra_erc;67
@socialistes_cat;@bcnencomu;15
@socialistes_cat;@esquerra_erc;24
@bcnencomu;@esquerra_erc;55
@pazjoan;@jaumecollboni;50
@pazjoan;@pscbarcelona;19
@s;@s;167
@quinmanso;@ciudadanoscs;11
@leotaxil;@ciudadanoscs;11
@albertperezn;@bcnencomu;14
@icveuiabcn;@bcnencomu;86
@lescortsencomu;@bcnencomu;25
@gsentisgarces;@bcnencomu;32
@adacolau;@icveuiabcn;27
@bcnencomu;@municipalsbcn;46
@andres_cano42;@albertofdezxbcn;130
@mrenau;@;15
@ciddavid;@adacolau;61
@albertofdezxbcn;@ppcatalunya;634
@btvnoticies;@ppbarcelona_;37
@nacho_murgui;@manuelacarmena;22
@nacho_murgui;@adacolau;22
@nacho_murgui;@carnecrudaradio;22
@gaab75;@cristianseguraa;12
@gaab75;@higiniaroig;11
@cristianseguraa;@xaviertrias;13
@cristianseguraa;@higiniaroig;12
@xaviertrias;@higiniaroig;24
@immamartin;@ppbarcelona_;62
@nouscatalans;@miquel_esteve;40
@nouscatalans;@xavierboschg;15
@xaviertrias;@miquel_esteve;47
@xaviertrias;@tonialba;17
@equinoxradio;@xaviertrias;73
@congreso_es;@radio5_rne;13
@albet777;@adacolau;41
@jaguimera;@jaumecollboni;10
@jaguimera;@adacolau;17
@jaumecollboni;@adacolau;183
@podemosclineal;@adacolau;11
@podemosclineal;@manuelacarmena;11
@podemosclineal;@carnecrudaradio;11
@lasextacolumna;@ciudadanoscs;57
@lasextacolumna;@albert_rivera;57
@lasextacolumna;@begonavillacis;57
@lasextacolumna;@carinamejias;56
@lasextacolumna;@franhervias;55
@lasextacolumna;@inesarrimadas;55
@ciudadanoscs;@begonavillacis;284
@ciudadanoscs;@franhervias;64
@ciudadanoscs;@inesarrimadas;142
@albert_rivera;@begonavillacis;103
@albert_rivera;@franhervias;75
@begonavillacis;@carinamejias;445
@begonavillacis;@franhervias;59
@begonavillacis;@inesarrimadas;79
@franhervias;@inesarrimadas;59
@marbondia;@odettevgomis;21
@marbondia;@lizcastro;26
@marbondia;@adriaalemany;15
@marbondia;@bcnencomu;36
@odettevgomis;@lizcastro;20
@odettevgomis;@adriaalemany;10
@odettevgomis;@bcnencomu;22
@lizcastro;@adriaalemany;14
@lizcastro;@bcnencomu;42
@adriaalemany;@bcnencomu;146
@isaranjuez;@manuelacarmena;65
@isaranjuez;@carnecrudaradio;42
@elmatiaradio4;@radio4_rne;34
@sanchezcastejon;@pscbarcelona;240
@psoe;@pscbarcelona;70
@xaviertrias;@gardanuy_bcn;217
@xaviertrias;@escolagracia;20
@diariara;@alfredbosch;22
@bcndecideix2015;@capgirembcn;11
@podem_bcn;@gemmaubasart;34
@aliciascamacho;@albertofdezxbcn;157
@xaviertrias;@bcn_habitaturba;29
@jgarganteclosa;@capgirembcn;34
@podem_bcn;@d15info;19
@caminscat;@caminscat;28
@caminscat;@cercle_infraest;135
@caminscat;@asinca_cat;121
@caminscat;@oriolaltisench;61
@caminscat;@toniaira;106
@albertofdezxbcn;@cercle_infraest;95
@albertofdezxbcn;@asinca_cat;61
@albertofdezxbcn;@oriolaltisench;28
@albertofdezxbcn;@toniaira;104
@cercle_infraest;@asinca_cat;90
@cercle_infraest;@oriolaltisench;36
@cercle_infraest;@toniaira;38
@asinca_cat;@oriolaltisench;36
@asinca_cat;@toniaira;40
@oriolaltisench;@toniaira;35
@lauratinadonis;@carinamejias;15
@cs_badalona;@carinamejias;19
@albertofdezxbcn;@abc_es;120
@albertofdezxbcn;@abc_barcelona;73
@s;@abc_es;110
@s;@abc_barcelona;110
@abc_es;@abc_barcelona;74
@adacolau;@maticatradio;22
@xmonge;@xaviertrias;73
@albertofdezxbcn;@laciutat;129
@albertofdezxbcn;@ondacero_cat;101
@albertofdezxbcn;@albertlesan;50
@albertofdezxbcn;@ondacero_es;134
@laciutat;@ondacero_cat;99
@laciutat;@albertlesan;59
@laciutat;@ondacero_es;52
@ondacero_cat;@albertlesan;58
@ondacero_cat;@ondacero_es;51
@albertlesan;@ondacero_es;50
@albertofdezxbcn;@laci;32
@xaviertrias;@ondacero_es;34
@xaviertrias;@laci;32
@ondacero_es;@laci;32
@javiermulleras;@albertofdezxbcn;215
@javiermulleras;@ppbarcelona_;17
@javiermulleras;@ppcatalunya;80
@charines;@albertofdezxbcn;25
@nuriagbcn;@casanovamiriam;13
@nuriagbcn;@eduardobolanosr;13
@nuriagbcn;@javiermulleras;10
@albertofdezxbcn;@javi_barrena;98
@albertofdezxbcn;@casanovamiriam;98
@albertofdezxbcn;@eduardobolanosr;86
@javi_barrena;@casanovamiriam;16
@javi_barrena;@javiermulleras;19
@javi_barrena;@ejimenezcara;17
@casanovamiriam;@eduardobolanosr;58
@casanovamiriam;@javiermulleras;74
@casanovamiriam;@ejimenezcara;12
@casanovamiriam;@oramirezlara;54
@eduardobolanosr;@javiermulleras;56
@eduardobolanosr;@ejimenezcara;12
@eduardobolanosr;@oramirezlara;54
@javiermulleras;@ejimenezcara;34
@javiermulleras;@oramirezlara;66
@esquerra_erc;@ercbcn;125
@kloutspain;@carinamejias;16
@kloutspain;@luisfernandez;16
@carinamejias;@luisfernandez;22
@carinamejias;@antoniomiguelrr;11
@luisfernandez;@antoniomiguelrr;11
@municipalscat;@alfredbosch;79
@ferranmascarell;@ficomic_salon;10
@xaviertrias;@ficomic_salon;18
@celmi909;@capgirembcn;13
@celmi909;@cupsantmarti;15
@capgirembcn;@cupsantmarti;46
@xaviertrias;@bcn_gracia;36
@ondacero_cat;@ppcatalunya;31
@laciutat;@ppcatalunya;45
@caminscat;@asin;24
@albertofdezxbcn;@asin;24
@cercle_infraest;@asin;24
@caminscat;@ppcatalunya;50
@caminscat;@to;15
@albertofdezxbcn;@to;15
@ppcatalunya;@cercle_infraest;26
@ppcatalunya;@asinca_cat;23
@ppcatalunya;@to;15
@cercle_infraest;@to;15
@asinca_cat;@to;15
@vlcencomu;@manuelacarmena;13
@pplescorts;@albertofdezxbcn;203
@sandraboix;@europapress;22
@albertofdezxbcn;@govern;479
@cronicaglobal;@albertofdezxbcn;40
@btvnoticies;@albertofdezxbcn;132
@fran_garcia_o;@albertofdezxbcn;56
@fran_garcia_o;@ppopular;16
@ahorapodemos;@ehbildu;23
@ahorapodemos;@iunida;31
@elpuntavui;@cupbarcelona;12
@elpuntavui;@xaviertrias;22
@cupbarcelona;@xmonge;77
@albertofdezxbcn;@elcorteingles;26
@albertofdezxbcn;@ppceixample;52
@albertofdezxbcn;@ppnoubarris;101
@albertofdezxbcn;@pphortaguinardo;153
@s;@ppceixample;46
@s;@ppnoubarris;46
@s;@pphortaguinardo;46
@s;@pplescorts;50
@s;@pp_sarria;46
@ppceixample;@ppnoubarris;46
@ppceixample;@pphortaguinardo;46
@ppceixample;@pplescorts;46
@ppceixample;@pp_sarria;48
@ppnoubarris;@pphortaguinardo;46
@ppnoubarris;@pplescorts;85
@ppnoubarris;@pp_sarria;82
@pphortaguinardo;@pplescorts;46
@pphortaguinardo;@pp_sarria;46
@pplescorts;@pp_sarria;82
@xmonge;@mjlecha;10
@ejimenezcara;@ciutatvellapp;32
@ciutatvellapp;@albertofdezxbcn;62
@ciutatvellapp;@javiermulleras;20
@barcelonatech;@xaviertrias;13
@javiermulleras;@s;46
@casanovamiriam;@s;14
@catnoalttip;@noalttip;10
@nuriagbcn;@pplescorts;25
@javiermulleras;@aberguav;11
@oramirezlara;@aberguav;12
@oramirezlara;@s;26
@oramirezlara;@ppcatalunya;58
@aberguav;@s;24
@aberguav;@ppcatalunya;12
@aberguav;@albertofdezxbcn;13
@s;@ppcatalunya;26
@cupnacional;@cupbarcelona;90
@apuente;@bcnencomu;147
@xmonge;@bcnencomu;14
@catalunyaradio;@cupbarcelona;10
@catalunyaradio;@xaviertrias;16
@cupbarcelona;@somelqcultivem;18
@arqueoleg;@alfredbosch;10
@pah_bcn;@maciosky;19
@pah_bcn;@pe_espana;13
@la_pah;@maciosky;157
@la_pah;@pe_espana;14
@maciosky;@pe_espana;14
@caminscat;@cercle_infraes;22
@albertofdezxbcn;@cercle_infraes;22
@ppcatalunya;@cercle_infraes;22
@cs_bcna;@marilenbarcelo;231
@nuriagbcn;@ondacero_cat;10
@ctorrubiano7;@albertofdezxbcn;56
@ctorrubiano7;@pphortaguinardo;20
@cupgracia;@capgirembcn;15
@nuriagbcn;@ppbarcelona_;31
@marilenbarcelo;@;11
@albertofdezxbcn;@ppciutatvella;32
@s;@ppciutatvella;33
@aldiacat;@albertofdezxbcn;62
@sandraboix;@ppcatalunya;46
@xaviertrias;@consorciedubcn;29
@ricardfarin;@alfredbosch;16
@estornino_c;@adacolau;206
@estacadebares;@adacolau;24
@indepenradio;@adacolau;122
@adacolau;@cupbarcelona;22
@kloutspain;@cs_bcna;10
@cs_rubi;@cs_bcna;22
@toniaira;@alfredbosch;16
@hibai_;@adacolau;26
@transductores;@bcnencomu;32
@xavartal;@9bcabrejada;10
@9bcabrejada;@cupbarcelona;12
@pah_bcn;@endesaclientes;10
@marilenbarcelo;@csripollet;10
@iniciativabcn;@laiaortiz;38
@piuletxicotiu;@rblasi;13
@piuletxicotiu;@gardanuy_bcn;11
@piuletxicotiu;@jaumecollboni;11
@rblasi;@gardanuy_bcn;75
@rblasi;@jaumecollboni;13
@selenita9903;@xaviertrias;28
@icveuia;@unio_cat;74
@icveuia;@podem_bcn;78
@xaviertrias;@angelrosdomingo;11
@alfredbosch;@;42
@encomuh_g;@adacolau;142
@encomuh_g;@g_pisarello;90
@encomuh_g;@mvidal80;150
@ccoo_bsm;@xaviertrias;27
@cercle_infraest;@jaumecollboni;32
@cercle_infraest;@xaviertrias;11
@cercle_infraest;@ciu;11
@cercle_infraest;@convergenciacat;11
@xaviertrias;@c;13
@fundernestlluch;@albertofdezxbcn;90
@rbalibros;@albertofdezxbcn;152
@adacolau;@mayoralrafa;30
@pahasturias;@maciosky;11
@pahasturias;@ep_petitions;11
@maciosky;@ep_petitions;12
@xescomagrinya;@xaviertrias;13
@victorvalls;@adacolau;16
@victorvalls;@bcnencomu;105
@xaviertrias;@barcelona_gub;68
@barcelona_gub;@bcn_ajuntament;26
@jesusnaranjo_jn;@adacolau;12
@jesusnaranjo_jn;@mayoralrafa;12
@laiaortiz;@piuletxicotiu;10
@laiaortiz;@rblasi;10
@laiaortiz;@jaumecollboni;13
@adacolau;@adriaalemany;142
@sterm_la_inters;@adacolau;13
@sterm_la_inters;@elpajaritoes;13
@adacolau;@elpajaritoes;15
@podemos_lh;@podem_bcn;15
@alfredbosch;@alfonso_ussia;13
@pah_bcn;@ape_cat;67
@ape_cat;@endesaclientes;21
@adacolau;@somcomuns;188
@adacolau;@clotencomu;124
@encomuh_g;@bcnencomu;228
@encomuh_g;@encomuh_g;42
@pimec;@xaviertrias;30
@monicavarcoll;@catnoalttip;17
@podem_bcn;@noalttip;16
@arnau_ba;@adacolau;11
@kolontai1959;@adacolau;91
@btvnoticies;@pscbarcelona;77
@pscbarcelona;@ppbarcelona_;13
@ppbarcelona_;@cupbarcelona;11
@carme1848;@bcnencomu;119
@adacolau;@albert_rivera;202
@prensacs;@carinamejias;331
@deusedes;@jaumecollboni;25
@deusedes;@pscbarcelona;16
@adacolau;@arturmascat;18
@adacolau;@maciosky;103
@mabastenier001;@carinamejias;79
@tonisalado;@adacolau;42
@tonisalado;@victorvalls;12
@tonisalado;@mvidal80;28
@tonisalado;@bcnencomu;53
@bocanord;@adacolau;13
@bocanord;@encomuh_g;13
@bocaradio;@mvidal80;10
@bocaradio;@bcnencomu;10
@victorvalls;@encomuh_g;89
@victorvalls;@mvidal80;76
@cagomelopurga;@xaviertrias;13
@jrabassa;@xaviertrias;18
@cupbarcelona;@assemblea;34
@bcnencomu;@ape_cat;40
@adacolau;@alfredbosch;148
@adacolau;@catalunyaplural;20
@kiub;@bcnencomu;44
@xaviertrias;@ilphabitatge;120
@alfredbosch;@quelpages;12
@albertofdezxbcn;@copecatalunya;71
@ppcatalunya;@elmaticope;26
@elmaticope;@copecatalunya;67
@gabriellosada;@bcnencomu;34
@toniaira;@adacolau;34
@adacolau;@pablo_iglesias;10
@syriza_es;@ahoramadrid;76
@delgado_nando;@adacolau;31
@carinamejias;@ferdeparamo;40
@cecimerello;@ciudadanoscs;25
@cecimerello;@albert_rivera;12
@pscgracia;@g6gracia;13
@pscgracia;@orfeogracienc;15
@g6gracia;@jaumecollboni;21
@g6gracia;@orfeogracienc;52
@jaumecollboni;@orfeogracienc;19
@apuente;@pirates_lh;85
@pirates_lh;@bcnencomu;115
@gemmaubasart;@podem_cat;31
@terrassaencomu;@adacolau;127
@terrassaencomu;@manuelacarmena;22
@xaviertrias;@cdcsarriastgerv;11
@gabri_duarte;@jaumecollboni;14
@jaumeasens;@adacolau;387
@r_feenstra;@bcnencomu;21
@r_feenstra;@ahoramadrid;19
@r_feenstra;@zgzencomun;19
@r_feenstra;@mareatlantica;19
@bcnencomu;@zgzencomun;20
@ahoramadrid;@zgzencomun;20
@zgzencomun;@mareatlantica;20
@ciudadanoscs;@ppcatalunya;10
@xera58;@adacolau;41
@municipalsbcn;@albertofdezxbcn;28
@zafrapocino;@albertofdezxbcn;47
@marcbertomeu;@bcnencomu;87
@agnes_felis;@bcnencomu;42
@xaviertrias;@aprenemautisme;26
@herrerajoan;@ahorapodemos;31
@miquel_esteve;@angelcolom;31
@vilafrancacomu;@bcnencomu;26
@ciu;@icveuia;22
@esquerra_erc;@icveuia;41
@santidemajo;@bcnencomu;192
@ercbcn;@ernestmaragall;90
@cshortaguinardo;@cs_bcna;16
@toni_codina;@alfredbosch;23
@toni_codina;@taula3sector;23
@toni_codina;@ercbcn;15
@alfredbosch;@taula3sector;110
@taula3sector;@ercbcn;31
@euiabcn;@bcnencomu;11
@carrizosacarlos;@carinamejias;44
@carrizosacarlos;@albert_rivera;17
@bcnencomu;@calafellencomu;10
@esquerra_erc;@jpuigcorbe;79
@jpuigcorbe;@ernestmaragall;23
@ppceixample;@ppbarcelona_;12
@fanthropos;@alfredbosch;27
@fjmillan69;@carinamejias;79
@lramisa;@adacolau;35
@lramisa;@lucia___m;12
@adacolau;@lucia___m;18
@adacolau;@escolane;30
@ciudadanoscs;@carrizosacarlos;23
@herrerajoan;@podem_bcn;21
@cs_cornella;@carinamejias;79
@cs_cornella;@albert_rivera;74
@ape_cat;@tv3cat;32
@ape_cat;@govern;45
@tv3cat;@govern;31
@podem_bcn;@tanquemelscies;25
@podem_bcn;@papersxtothom;35
@tanquemelscies;@papersxtothom;19
@carmenchusalas;@ppbarcelona_;164
@bcnencomu;@jordibonetmarti;14
@bcnencomu;@xavierdomenechs;327
@g_pisarello;@jordibonetmarti;22
@g_pisarello;@xavierdomenechs;375
@jordibonetmarti;@xavierdomenechs;19
@vpartal;@bcnencomu;68
@jaumeasens;@pconstituent;16
@pconstituent;@adacolau;174
@annamiracebron;@adacolau;17
@superllisti;@adacolau;28
@superllisti;@subir;16
@adacolau;@subir;16
@albertofdezxbcn;@epcatalunya;31
@xaviertrias;@europapress;37
@europapress;@epcatalunya;34
@foficeron;@nuriagbcn;10
@foficeron;@albertofdezxbcn;15
@albertofdezxbcn;@barcelona_cat;300
@barcelona_cat;@govern;144
@ape_cat;@ape_cat;75
@enoticiescat;@albertofdezxbcn;27
@enoticiescat;@ppbarcelona_;22
@miguelrosar;@alfredbosch;26
@immamartin;@rbalibros;10
@alfredbosch;@jfalbertos;71
@alfredbosch;@oriolcosta_;86
@jfalbertos;@oriolcosta_;63
@ecooo_;@seo_birdlife;10
@ecooo_;@amigostierraesp;10
@ecooo_;@saviasolar;10
@ecooo_;@equo;10
@ecooo_;@icveuia;10
@ecooo_;@mes_madrid;10
@seo_birdlife;@amigostierraesp;10
@seo_birdlife;@saviasolar;10
@seo_birdlife;@equo;10
@seo_birdlife;@icveuia;10
@seo_birdlife;@mes_madrid;10
@amigostierraesp;@saviasolar;10
@amigostierraesp;@equo;10
@amigostierraesp;@icveuia;10
@amigostierraesp;@mes_madrid;10
@saviasolar;@equo;10
@saviasolar;@icveuia;10
@saviasolar;@mes_madrid;10
@equo;@icveuia;12
@equo;@mes_madrid;10
@icveuia;@mes_madrid;10
@lfilella;@bcnencomu;24
@ocmbcn;@xaviertrias;11
@xaviertrias;@lenina0806;10
@4fiti;@bcnencomu;41
@equo;@bcnencomu;21
@icveuia;@bcnencomu;326
@ape_santboi;@tv3cat;20
@ape_santboi;@govern;20
@ape_santboi;@ape_cat;37
@ape_santboi;@ciu;20
@ape_santboi;@xaviertrias;36
@ape_santboi;@bcn_ajuntament;17
@tv3cat;@ciu;24
@tv3cat;@xaviertrias;20
@tv3cat;@bcn_ajuntament;22
@govern;@ciu;25
@govern;@xaviertrias;85
@govern;@bcn_ajuntament;22
@ape_cat;@ciu;22
@ape_cat;@xaviertrias;61
@ape_cat;@bcn_ajuntament;19
@ciu;@bcn_ajuntament;46
@pphortaguinardo;@pphortaguinardo;15
@realmiracle66;@pconstituentbcn;12
@realmiracle66;@pconstituent;12
@realmiracle66;@adacolau;22
@pconstituentbcn;@pconstituent;30
@dosmesdoscinc;@adacolau;148
@jaumeasens;@alfredbosch;15
@caminscat;@jaumecollboni;38
@caminscat;@pscbarcelona;24
@jaumecollboni;@asinca_cat;26
@pscbarcelona;@cercle_infraest;20
@pscbarcelona;@asinca_cat;11
@bcnencomu;@superllisti;88
@bcnencomu;@sentitcritic;19
@superllisti;@sentitcritic;14
@albertofdezxbcn;@rcdespanyol;32
@erc_eixample;@t_capdevila;26
@cristinariera;@bcnencomu;20
@mrenau;@g_pisarello;52
@maxcucaracha;@oriolcosta_;12
